,name,rating,reviews,ctype,loc
4709,Pearl Global Industries,3.7,(237),Fashion & Textile,Gurugram +11 other locations
4710,Tesseract Imaging,4.0,(237),Navi Mumbai +5 other locations,N/A
4711,Smc Insurance Brokers,3.5,(237),Insurance,New Delhi +32 other locations
4712,Sami-Sabinsa Group,3.3,(237),Pharma,Bengaluru +8 other locations
4713,Kwality Pharmaceuticals,3.8,(237),Pharma,Amritsar +11 other locations
4714,Kroll,3.4,(237),Financial Services,Mumbai +7 other locations
4715,Arun Excello,3.8,(237),Engineering & Construction,Chennai +14 other locations
4716,BillDesk,3.2,(237),FinTech,Mumbai +15 other locations
4717,Galva Decoparts,3.4,(237),Chemicals,Vapi +16 other locations
4718,Star Engineers India,3.6,(237),Auto Components,Pune +16 other locations
4719,MQSYS Technologies,3.6,(237),IT Services & Consulting,Chennai +17 other locations
4720,SkillRecruit,4.4,(237),Recruitment,Hyderabad +11 other locations
4721,FEV,3.4,(237),Auto Components,Pune +7 other locations
4722,Airblack,4.0,(237),EdTech,Gurugram +6 other locations
4723,Tesseract Imaging,4.0,(237),Navi Mumbai +5 other locations,N/A
4724,Neon Laboratories,4.1,(238),Pharma,Mumbai +38 other locations
4725,BillDesk,3.2,(237),FinTech,Mumbai +15 other locations
4726,SRM Technologies Pvt.Ltd,3.4,(237),IT Services & Consulting,Chennai +11 other locations
4727,Vara United,3.7,(236),IT Services & Consulting,Hyderabad +29 other locations
4728,Indo German Tool Room,4.0,(238),Government,Chhatrapati Sambhajinagar +20 other locations
4729,National Insurance Company,4.6,(236),Insurance,Kolkata +81 other locations
4730,Nagata India,3.8,(236),Metals & Mining,Gurugram +15 other locations
4731,Pittie Group,3.0,(236),Real Estate,Mumbai +34 other locations
4732,St. John's Medical College Hospital,4.1,(236),Healthcare,Bengaluru +11 other locations
4733,The BIM Engineers,4.2,(237),Engineering & Construction,Gurugram +12 other locations
4734,Adani Airport Holdings,2.9,(236),Aviation,Ahmedabad +15 other locations
4735,Zifo RnD Solutions,3.7,(237),IT Services & Consulting,Chennai +3 other locations
4736,Ajay Industrial Corporation,3.5,(236),Industrial Machinery,New Delhi +40 other locations
4737,Placementindia.com,4.9,(237),Recruitment,New Delhi +2 other locations
4738,Corecard Software,3.8,(236),FinTech,Bhopal +8 other locations
4739,ProcMart,3.8,(236),IT Services & Consulting,Pune +20 other locations
4740,The BIM Engineers,4.2,(237),Engineering & Construction,Gurugram +12 other locations
4741,Adani Airport Holdings,2.9,(236),Aviation,Ahmedabad +15 other locations
4742,NBCC,4.0,(236),Real Estate,New Delhi +32 other locations
4743,EVIO,3.8,(238),Power,Mumbai +16 other locations
4744,Radius Global Solutions,2.8,(236),BPO,Mumbai +5 other locations
4745,Metro Brands,3.8,(237),Fashion & Textile,Mumbai +39 other locations
4746,Indiabulls Real Estate,4.4,(235),Real Estate,Mumbai +22 other locations
4747,ABEC,4.2,(235),Events,Mumbai +13 other locations
4748,Jitm Skills,3.1,(235),Education & Training,New Delhi +50 other locations
4749,Alembic,4.0,(235),Pharma,Vadodara +28 other locations
4750,The New India Assurance Co.,4.5,(235),Insurance,Mumbai +82 other locations
4751,Zeelab Pharmacy,3.5,(235),Pharma,New Delhi +32 other locations
4752,American Oncology Institute,4.1,(235),Healthcare,Hyderabad +24 other locations
4753,Bull Machines,3.8,(235),Engineering & Construction,Coimbatore +31 other locations
4754,Bread Financial,3.8,(235),FinTech,Bengaluru +5 other locations
4755,Accentuate Business Solutions,3.6,(235),IT Services & Consulting,Bengaluru +16 other locations
4756,ITI Finance,4.1,(235),Financial Services,Mumbai +101 other locations
4757,Magnasoft Consulting India,3.3,(235),IT Services & Consulting,Bengaluru +9 other locations
4758,Weikfield Foods,3.4,(235),Food Processing,Pune +46 other locations
4759,Parason Machinery,3.3,(235),Industrial Machinery,Chhatrapati Sambhajinagar +9 other locations
4760,Chai Point,3.8,(235),Internet,Bengaluru +16 other locations
4761,Allen Solly,3.9,(236),Fashion & Textile,Bengaluru +70 other locations
4762,Jakson Green,4.3,(235),Noida +37 other locations,N/A
4763,Virohan,3.9,(236),EdTech,Gurugram +17 other locations
4764,Omprime Technology Private Limited,4.1,(234),IT Services & Consulting,Gurugram +5 other locations
4765,Sears Holdings,3.0,(234),Retail,Pune +9 other locations
4766,Naprod Life Sciences,3.5,(234),Pharma,Mumbai +9 other locations
4767,Crown Solutions,3.7,(234),IT Services & Consulting,Chennai +10 other locations
4768,Marathon Realty,3.9,(234),Real Estate,Mumbai +7 other locations
4769,Ginger Hotels,3.9,(234),Hospitality,Mumbai +40 other locations
4770,Nova IVI Fertility,3.8,(234),Healthcare,Bengaluru +45 other locations
4771,Learning Links Foundation,4.1,(234),Non-Profit,New Delhi +45 other locations
4772,University of Petroleum & Energy Studies,3.8,(234),Education & Training,Dehradun +12 other locations
4773,Sanoh,4.0,(234),Auto Components,Gurugram +16 other locations
4774,Koyo Bearings India,3.9,(234),Auto Components,Rewari +7 other locations
4775,Renata Precision Components,3.4,(234),Industrial Machinery,Pune +10 other locations
4776,Spectrum Consultants,2.4,(234),Recruitment,Pune +13 other locations
4777,Bihar Foundry and Castings Limited,4.4,(234),Industrial Machinery,Ramngarh +9 other locations
4778,Indutch Composites Technology,3.7,(235),Industrial Machinery,Chennai +11 other locations
4779,QualiZeal,4.0,(234),IT Services & Consulting,Hyderabad +3 other locations
4780,Parle Elizabeth Tools,4.0,(234),Industrial Machinery,Ahmedabad +10 other locations
4781,Shalimar Corp,4.2,(234),Real Estate,Lucknow +13 other locations
4782,Jaipur National University,3.0,(234),Education & Training,Jaipur +8 other locations
4783,UPS Supply Chain Solutions,3.8,(234),Logistics,Pune +15 other locations
4784,Sedin Technologies,4.5,(236),IT Services & Consulting,Chennai +5 other locations
4785,NCL BUILDTEK,3.5,(234),Building Material,Hyderabad +37 other locations
4786,Kapston Services,3.9,(234),Recruitment,Hyderabad +33 other locations
4787,Verzeo,2.7,(233),EdTech,Bengaluru +12 other locations
4788,National Small Industries Corporation,3.9,(233),Government,New Delhi +34 other locations
4789,Arvato,3.7,(233),IT Services & Consulting,Gurugram +8 other locations
4790,HMSHost,3.8,(233),FMCG,Bengaluru +11 other locations
4791,ILS Hospitals,3.6,(233),Healthcare,Kolkata +11 other locations
4792,Shiva Pharmachem,3.8,(233),Pharma,Vadodara +11 other locations
4793,M.J Global,3.9,(233),Packaging,Noida +10 other locations
4794,Rasna,3.4,(233),Food Processing,Ahmedabad +55 other locations
4795,Infosearch BPO Services,4.1,(233),BPO,Chennai +6 other locations
4796,American Tower Corporation,3.9,(233),Telecom,Gurugram +45 other locations
4797,Box8,3.3,(233),Hospitality,Mumbai +20 other locations
4798,Chandan Steel,3.4,(233),Metals & Mining,Umbergaon +17 other locations
4799,Eversana,3.2,(234),Software Product,Pune +11 other locations
4800,Dhandhania Infotech,3.3,(233),IT Services & Consulting,Nagpur +4 other locations
4801,Regalo Kitchens,3.6,(233),Architecture & Interior Design,New Delhi +11 other locations
4802,WPIL,3.4,(233),Building Material,Kolkata +32 other locations
4803,La Renon Healthcare,4.2,(234),Pharma,Ahmedabad +47 other locations
4804,bebo Technologies,3.4,(233),IT Services & Consulting,Chandigarh +8 other locations
4805,SLAP,3.8,(233),Management Consulting,Anantapur +15 other locations
4806,Pharmaceutical job,4.2,(233),Pharma,Mumbai +65 other locations
4807,Akkodis,3.2,(233),IT Services & Consulting,Bengaluru +10 other locations
4808,Shaw Toyota,4.9,(239),Automobile,Pune +3 other locations
4809,Autometers Alliance,4.4,(232),Electronics Manufacturing,Noida +16 other locations
4810,Kobelco Construction Equipment India,4.3,(232),Industrial Machinery,Chennai +34 other locations
4811,Ammann Apollo,4.1,(232),Industrial Machinery,Ahmedabad +18 other locations
4812,Evonith Value Steels,4.2,(232),Iron & Steel,Wardha +11 other locations
4813,NIELIT,4.0,(232),Education & Training,New Delhi +55 other locations
4814,Agiliad,3.3,(232),Engineering & Construction,Pune +5 other locations
4815,Asian Institute of Medical Sciences,3.9,(232),Faridabad +12 other locations,N/A
4816,EY-Parthenon,2.9,(232),Gurugram +13 other locations,N/A
4817,RineX,3.9,(234),Bengaluru +16 other locations,N/A
4818,Oasis Partners Asia,3.9,(233),Recruitment,Mumbai +90 other locations
4819,Atibir Industries,3.2,(232),Iron & Steel,Giridih +15 other locations
4820,Oasis Partners Asia,3.9,(233),Recruitment,Mumbai +90 other locations
4821,Med Manor Organics,3.7,(232),Pharma,Hyderabad +42 other locations
4822,DAZN,2.6,(232),Media & Entertainment,Hyderabad +5 other locations
4823,S Chand Group,4.0,(232),Printing & Publishing,New Delhi +33 other locations
4824,BoAt,4.3,(232),Consumer Electronics & Appliances,Mumbai +15 other locations
4825,Tide - Business Management Platform,3.6,(233),FinTech,Hyderabad +13 other locations
4826,OASYS Cybernetics,3.2,(232),IT Services & Consulting,Chennai +29 other locations
4827,Nordex India,3.9,(232),Internet,Chennai +16 other locations
4828,Innoval Digital Solutions,4.7,(232),Software Product,Thiruvananthapuram +6 other locations
4829,Linfox Logistics,4.1,(231),Urban Transport,Chennai +33 other locations
4830,IVTL Infoview Technologies,3.6,(231),IT Services & Consulting,Chennai +4 other locations
4831,Focus Energy,3.5,(231),Oil & Gas,Jaisalmer +13 other locations
4832,IMSI,3.1,(231),Recruitment,Mumbai +40 other locations
4833,Prompt Personnel,3.8,(231),Recruitment,Mumbai +32 other locations
4834,JAY JAY MILLS,4.1,(231),Fashion & Textile,Erode +14 other locations
4835,CP Plus,3.9,(231),Law Enforcement & Security,Tirupati +30 other locations
4836,Xchanging,4.1,(231),IT Services & Consulting,Bengaluru +10 other locations
4837,Sarda Energy & Minerals,4.0,(231),Iron & Steel,Raipur +11 other locations
4838,Azim Premji Foundation,3.8,(231),Non-Profit,Bengaluru +49 other locations
4839,Arkray Healthcare,3.5,(231),Healthcare,Surat +34 other locations
4840,Xchanging,4.1,(231),IT Services & Consulting,Bengaluru +10 other locations
4841,Godrej Capital,3.5,(233),Financial Services,Mumbai +34 other locations
4842,Sarda Energy & Minerals,4.0,(231),Iron & Steel,Raipur +11 other locations
4843,SMS Pharmaceuticals,3.2,(231),Pharma,Hyderabad +5 other locations
4844,Arkray Healthcare,3.5,(231),Healthcare,Surat +34 other locations
4845,Intuit,3.3,(232),IT Services & Consulting,Bengaluru +13 other locations
4846,Azim Premji Foundation,3.8,(231),Non-Profit,Bengaluru +49 other locations
4847,Qi Spine Clinic,3.3,(231),Healthcare,Mumbai +13 other locations
4848,MUNDRA SOLAR TECHNOPARK,3.7,(230),Industrial Machinery,Mundra +23 other locations
4849,Save the Children,4.4,(230),Non-Profit,Gurugram +40 other locations
4850,ADARSH DEVELOPERS,4.3,(230),Real Estate,Bengaluru +5 other locations
4851,Q3 Technologies,3.4,(232),IT Services & Consulting,Gurugram +10 other locations
4852,TravelTriangle,3.4,(230),Internet,Gurugram +7 other locations
4853,RSH Global,4.2,(231),FMCG,Kolkata +52 other locations
4854,Scc Infrastructure,3.9,(230),Engineering & Construction,Ahmedabad +35 other locations
4855,Bombay Rayon Fashions,3.3,(230),Fashion & Textile,Mumbai +20 other locations
4856,Rajasthan Patrika,3.3,(230),Broadcasting,Jaipur +42 other locations
4857,Geetanjali Medical College and Hospital,4.0,(230),Healthcare,Udaipur +22 other locations
4858,Shorthills AI,3.7,(231),Emerging Technologies,Gurugram +4 other locations
4859,MASAI School,4.3,(230),EdTech,Bengaluru +7 other locations
4860,Q3 Technologies,3.4,(232),IT Services & Consulting,Gurugram +10 other locations
4861,Rajasthan Patrika,3.3,(230),Broadcasting,Jaipur +42 other locations
4862,AT&S,3.6,(230),Semiconductors,Mysuru +29 other locations
4863,Harita Techserv,3.4,(230),Recruitment,Bengaluru +11 other locations
4864,Greenway Health,2.9,(230),IT Services & Consulting,Bengaluru +3 other locations
4865,Z1 Tech,4.1,(230),Internet,Gurugram +3 other locations
4866,TravelTriangle,3.4,(230),Internet,Gurugram +7 other locations
4867,RSH Global,4.2,(231),FMCG,Kolkata +52 other locations
4868,Grb Dairy Foods,3.5,(231),Food Processing,Hosur +32 other locations
4869,VRC Constructions India,3.8,(230),Engineering & Construction,New Delhi +40 other locations
4870,"Sanjay Ghodawat International School, Kolhapur",3.6,(230),Education & Training,Kolhapur +13 other locations
4871,20Cube Logistics,3.8,(231),Logistics,Chennai +30 other locations
4872,iD Fresh Food,4.1,(229),FMCG,Bengaluru +32 other locations
4873,BPL Medical Technologies,3.4,(230),Medical Equipment,Bengaluru +31 other locations
4874,Advantum Health,2.8,(229),Healthcare,Hyderabad +4 other locations
4875,Broker Network,2.4,(229),Internet,Mumbai +18 other locations
4876,CPM International,3.9,(229),Recruitment,New Delhi +50 other locations
4877,Infoesearch Ites,3.2,(229),Media & Entertainment,Hyderabad +8 other locations
4878,Paradise Food Court,3.7,(229),Hospitality,Hyderabad +14 other locations
4879,Albert David,3.5,(230),Pharma,Kolkata +41 other locations
4880,Andhra Paper,3.6,(229),Pulp & Paper,Rajamahendravaram +15 other locations
4881,Excelra Knowledge Solutions,3.5,(229),Analytics & KPO,Hyderabad +7 other locations
4882,Sugam Parivahan,4.2,(229),Logistics,Noida +46 other locations
4883,Tecnotree Convergence,3.1,(229),IT Services & Consulting,Bengaluru +3 other locations
4884,Sneha Farms,4.1,(229),Agriculture,Hyderabad +22 other locations
4885,Umedica Laboratories,3.6,(229),Pharma,Vapi +11 other locations
4886,AGILE AIRPORT SERVICES,3.9,(229),Aviation,New Delhi +36 other locations
4887,VHS Consulting,3.8,(229),IT Services & Consulting,Bengaluru +12 other locations
4888,SUGAR Cosmetics,3.8,(229),Internet,Mumbai +50 other locations
4889,Trivitron Healthcare,3.3,(229),Medical Equipment,Chennai +17 other locations
4890,Skechers,4.1,(229),Retail,Mumbai +56 other locations
4891,Fresher Than Fresh,4.0,(229),Retail,Hyderabad +43 other locations
4892,Impressico Business Solutions,4.5,(229),IT Services & Consulting,Noida +9 other locations
4893,PIT Solutions,3.8,(229),IT Services & Consulting,Thiruvananthapuram +4 other locations
4894,Radio Mirchi,3.4,(229),Broadcasting,Mumbai +46 other locations
4895,Balasore Alloys,3.0,(229),Metals & Mining,Balasore +15 other locations
4896,Scania,3.6,(228),Auto Components,Bengaluru +21 other locations
4897,Essae Digitronics,4.1,(228),Electronics Manufacturing,Bengaluru +36 other locations
4898,Red Bull,4.0,(228),Beverage,Mumbai +50 other locations
4899,WEG,4.1,(228),Electronics Manufacturing,Hosur +8 other locations
4900,WEG,4.1,(228),Electronics Manufacturing,Hosur +8 other locations
4901,Uniinfo Telecom Services,3.6,(228),Telecom,Indore +33 other locations
4902,Impact Analytics,4.0,(230),IT Services & Consulting,Bengaluru +4 other locations
4903,Zones Corporate Solutions,3.1,(228),IT Services & Consulting,Bengaluru +7 other locations
4904,Aachi Foods,4.1,(228),FMCG,Chennai +32 other locations
4905,Flash Viven Machining Technologies,3.6,(228),Auto Components,Pune +2 other locations
4906,Programmers.io,4.0,(228),IT Services & Consulting,Jaipur +3 other locations
4907,Sewa Grih Rin,3.4,(228),NBFC,New Delhi +57 other locations
4908,Lubi Industries Llp,4.1,(228),Industrial Machinery,Ahmedabad +36 other locations
4909,Touchstone Educationals,3.3,(228),Education & Training,Chandigarh +29 other locations
4910,BluSmart,3.9,(228),Urban Transport,Gurugram +11 other locations
4911,LUX Industries,3.5,(229),Fashion & Textile,Kolkata +29 other locations
4912,Copart,3.0,(228),Automobile,Hyderabad +5 other locations
4913,Selectsys,3.6,(228),Software Product,Hyderabad +2 other locations
4914,SunMax Auto Engineering,3.5,(229),Auto Components,Gurugram +12 other locations
4915,Link Group,3.7,(228),Financial Services,Mumbai +9 other locations
4916,Nineleaps Technology Solutions,4.2,(228),IT Services & Consulting,Bengaluru +4 other locations
4917,Six Phrase,3.7,(228),Coimbatore +14 other locations,N/A
4918,Reecomps Teleservices,3.8,(227),Telecom,Mumbai +49 other locations
4919,Reliance Home Finance,4.5,(227),NBFC,Mumbai +44 other locations
4920,Stratosphere IT Services,3.0,(227),Recruitment,Hyderabad +18 other locations
4921,Reliance Home Finance,4.5,(227),NBFC,Mumbai +44 other locations
4922,Sonovision-Aetos,3.5,(227),IT Services & Consulting,Bengaluru +3 other locations
4923,Freedom Employability Academy,4.2,(227),Education & Training,New Delhi +48 other locations
4924,Orange Mantra,3.6,(227),IT Services & Consulting,Gurugram +7 other locations
