,name,rating,reviews,ctype,loc
4348,Sundaram Home Finance,4.2,(258),NBFC,Chennai +76 other locations
4349,Mogli labs,3.5,(258),Internet,Noida +27 other locations
4350,Vialto Partners,2.9,(259),Management Consulting,Bengaluru +9 other locations
4351,Durian Industries,3.7,(258),Retail,Mumbai +37 other locations
4352,iServeU,4.2,(258),FinTech,Bhubaneswar +6 other locations
4353,Augmont Goldtech,4.7,(258),Financial Services,Mumbai +57 other locations
4354,Teleindia Networks,3.8,(258),Telecom,Bengaluru +27 other locations
4355,Kovai Medical Center and Hospital,4.2,(258),Healthcare,Coimbatore +12 other locations
4356,Apollo 247,3.3,(258),Healthcare,Hyderabad +21 other locations
4357,Lloyds Technology Centre,3.5,(258),IT Services & Consulting,Hyderabad +8 other locations
4358,JSG Group,3.8,(258),Auto Components,New Delhi +13 other locations
4359,AAFT,4.2,(258),EdTech,Noida +7 other locations
4360,Kovai Medical Center and Hospital,4.2,(258),Healthcare,Coimbatore +12 other locations
4361,JSG Group,3.8,(258),Auto Components,New Delhi +13 other locations
4362,AAFT,4.2,(258),EdTech,Noida +7 other locations
4363,ACN Health care,3.3,(257),BPO,Bengaluru +6 other locations
4364,Maharishi Vidya Mandir,4.0,(257),Education & Training,Chennai +83 other locations
4365,Paul Merchants,3.7,(257),NBFC,Chandigarh +78 other locations
4366,Madhucon Projects,3.5,(257),Engineering & Construction,Hyderabad +35 other locations
4367,Eaton Power Quality,4.0,(257),Electronics Manufacturing,Puducherry +19 other locations
4368,Foundation To Educate Girls Globally,4.0,(257),Education & Training,Mumbai +55 other locations
4369,Shivaami Cloud Services,4.1,(257),IT Services & Consulting,Mumbai +7 other locations
4370,Hindware Home Innovation,3.6,(257),Consumer Electronics & Appliances,Gurugram +51 other locations
4371,Wavin,4.1,(257),Noida +50 other locations,N/A
4372,Leap Finance,3.2,(258),FinTech,Bengaluru +15 other locations
4373,Algonomy,3.8,(257),Software Product,Bengaluru +8 other locations
4374,J. C. Penney,3.9,(257),Retail,Bengaluru +8 other locations
4375,Metacube Software,3.8,(257),IT Services & Consulting,Jaipur +5 other locations
4376,Steel Infra Solutions,3.5,(258),Bhilai Nagar +18 other locations,N/A
4377,Kinetic Engineering,3.4,(257),Auto Components,Ahilyanagar +17 other locations
4378,Hawkins Cookers,3.6,(257),Consumer Electronics & Appliances,Mumbai +40 other locations
4379,Costa Cruise Lines,4.2,(257),Travel & Tourism,Mumbai +16 other locations
4380,Hill International,4.3,(257),Engineering & Construction,Mumbai +26 other locations
4381,Vamani Overseas,3.4,(258),Furniture & Furnishing,Faridabad +15 other locations
4382,Mobius Knowledge Services,3.4,(256),Printing & Publishing,Chennai +4 other locations
4383,Epigral,4.1,(257),Chemicals,Bharuch +5 other locations
4384,Dhruv Research,3.0,(256),Management Consulting,Gurugram +16 other locations
4385,Objectways Technologies,3.1,(256),IT Services & Consulting,Karur +8 other locations
4386,Integra Micro Systems,3.9,(256),Software Product,Bengaluru +42 other locations
4387,RG Stone Urology & Laparoscopy Hospital,3.9,(256),Healthcare,New Delhi +16 other locations
4388,Cargo Motors,4.0,(256),Automobile,Ahmedabad +22 other locations
4389,Quality Council of India,3.3,(256),New Delhi +23 other locations,N/A
4390,Amazon Distributors,3.8,(256),New Delhi +37 other locations,N/A
4391,Niit Foundation,4.0,(256),Education & Training,New Delhi +49 other locations
4392,Latinem,3.8,(256),Real Estate,Hyderabad +3 other locations
4393,Hewlett Packard Globalsoft,3.5,(255),Bengaluru +7 other locations,N/A
4394,Avance Consulting Services,3.7,(255),Recruitment,Hyderabad +6 other locations
4395,Yodlee,3.8,(255),Software Product,Bengaluru +5 other locations
4396,Madras Radiators and Pressings Limited,3.5,(255),Auto Components,Chennai +11 other locations
4397,Captain Fresh,3.9,(255),Food Processing,Bengaluru +27 other locations
4398,Catch Foods,4.1,(255),Food Processing,Noida +70 other locations
4399,KGK Group,3.3,(255),Jewellery,Mumbai +15 other locations
4400,Oriental Carbon & Chemicals,4.3,(255),Chemicals,Mundra +16 other locations
4401,Data Marshall,3.3,(255),Analytics & KPO,Hyderabad +6 other locations
4402,General Energy Management Systems,3.7,(256),Industrial Machinery,Noida +39 other locations
4403,Oriental Aromatics,3.4,(255),Chemicals,Vadodara +12 other locations
4404,Agilysys Technologies India,3.3,(255),Software Product,Chennai +4 other locations
4405,Zee Learn,3.7,(255),Education & Training,Mumbai +34 other locations
4406,Kisna Diamonds - HK Jewels,3.3,(255),Jewellery,Mumbai +50 other locations
4407,AceCloud by RTDS,4.2,(255),IT Services & Consulting,Gurugram +5 other locations
4408,Singareni Collieries Company,4.5,(254),Metals & Mining,Hyderabad +19 other locations
4409,Oncquest Laboratories,3.3,(254),Healthcare,New Delhi +30 other locations
4410,Sudhir Power,3.5,(255),Power,Gurugram +36 other locations
4411,Venus Industrial Corporation,3.9,(255),Industrial Machinery,Faridabad +16 other locations
4412,Tangoe,3.8,(254),IT Services & Consulting,Bengaluru +4 other locations
4413,Rittal,3.8,(254),Industrial Machinery,Bengaluru +19 other locations
4414,Meghmani Industries,3.4,(254),Agro Chemicals,Bharuch +23 other locations
4415,Toyotetsu India Auto Parts,3.8,(255),Auto Components,Bengaluru +9 other locations
4416,Grassroots BPO,3.4,(254),BPO,Bengaluru +7 other locations
4417,Agappe Diagnostics,4.0,(255),Medical Equipment,Kochi +38 other locations
4418,Calderys India Refractories,4.1,(256),Metals & Mining,Nagpur +21 other locations
4419,WeRize,3.3,(254),Financial Services,Bengaluru +19 other locations
4420,Indian Oil- Adani Gas,3.8,(254),Oil & Gas,Noida +33 other locations
4421,Leeford Healthcare,4.1,(254),Pharma,Ludhiana +70 other locations
4422,Mahagun India,3.1,(254),Real Estate,Noida +5 other locations
4423,Royal Infraconstru,3.3,(254),Engineering & Construction,Kolkata +37 other locations
4424,Concentrix Catalyst,3.0,(254),IT Services & Consulting,Hyderabad +10 other locations
4425,PhyCARE Solutions,3.6,(255),Healthcare,Hyderabad +7 other locations
4426,Galgotias University,3.5,(254),Education & Training,Greater Noida +11 other locations
4427,Apothecon Pharmaceuticals,4.4,(254),Pharma,Vadodara +9 other locations
4428,CGM ARIA Health Services,3.6,(254),Software Product,Noida +6 other locations
4429,Riviera Infraprojects,4.1,(254),Engineering & Construction,Ahmedabad +15 other locations
4430,Mercurius Advisory Services,4.4,(254),Accounting & Auditing,New Delhi +2 other locations
4431,Malabar Group Of Companies,3.7,(254),Jewellery,Kozhikode +55 other locations
4432,Motorola,4.2,(253),Consumer Electronics & Appliances,Bengaluru +63 other locations
4433,New Allenberry Works,3.4,(253),Power,Faridabad +12 other locations
4434,ATC Telecom Infrastructure,4.3,(253),Telecom,Gurugram +47 other locations
4435,Sequential Technology International,4.1,(253),BPO,Gurugram +4 other locations
4436,Cordova Publication,3.4,(253),Printing & Publishing,Noida +54 other locations
4437,KANINI Software Solutions,3.9,(253),IT Services & Consulting,Chennai +8 other locations
4438,Central Tool Room & Training Centre,4.1,(254),Industrial Machinery,Bhubaneswar +19 other locations
4439,Shalina Healthcare,3.4,(253),Pharma,Pune +14 other locations
4440,Shalina Healthcare,3.4,(253),Pharma,Pune +14 other locations
4441,El Seif Engineering Contracting,4.3,(253),Engineering & Construction,Riyadh +17 other locations
4442,Dataflow Group,2.9,(253),Law Enforcement & Security,Noida +8 other locations
4443,Mangalam Cement,4.0,(253),Building Material,Kota +31 other locations
4444,Emversity,4.1,(253),Education & Training,Bengaluru +27 other locations
4445,Central Tool Room & Training Centre,4.1,(254),Industrial Machinery,Bhubaneswar +19 other locations
4446,Welspun Global Brands,3.8,(252),Fashion & Textile,Mumbai +37 other locations
4447,HyperCITY,4.7,(252),Retail,Mumbai +21 other locations
4448,Jain University,3.4,(252),Education & Training,Bengaluru +8 other locations
4449,Infocus Technologies,3.9,(252),IT Services & Consulting,Kolkata +15 other locations
4450,GTL Limited,4.3,(252),Hardware & Networking,Pune +38 other locations
4451,Zyoin,3.6,(252),Recruitment,Bengaluru +6 other locations
4452,Newgen Knowledge Works,3.4,(252),Printing & Publishing,Chennai +10 other locations
4453,GE Aviation,4.0,(252),Aviation,Pune +7 other locations
4454,British Paints,3.6,(253),Chemicals,New Delhi +77 other locations
4455,Leayan Global,3.9,(253),Fashion & Textile,Kanpur +46 other locations
4456,Cardinal Health,4.0,(252),Pharma,Bengaluru +9 other locations
4457,Sophos Technologies,3.7,(252),Software Product,Bengaluru +7 other locations
4458,Decorpot,3.0,(252),Architecture & Interior Design,Bengaluru +17 other locations
4459,Bright Life Care,4.0,(252),Fitness & Wellness,Gurugram +47 other locations
4460,GE Aviation,4.0,(252),Aviation,Pune +7 other locations
4461,Decorpot,3.0,(252),Architecture & Interior Design,Bengaluru +17 other locations
4462,Mahindra Susten,4.4,(252),Engineering & Construction,Mumbai +28 other locations
4463,Exusia,3.3,(251),IT Services & Consulting,Pune +12 other locations
4464,Richfeel Health & Beauty,2.8,(251),Beauty & Personal Care,Mumbai +38 other locations
4465,Business for Social Responsibility,3.2,(251),Accounting & Auditing,Mumbai +20 other locations
4466,Wheels Emi,3.8,(253),Auto Components,Pune +57 other locations
4467,Betsol,3.6,(251),IT Services & Consulting,Bengaluru +3 other locations
4468,Rishabh Software,3.6,(249),IT Services & Consulting,Vadodara +12 other locations
4469,Meneta Automotive Components,3.8,(251),Auto Components,Sonipat +7 other locations
4470,L. V. Prasad Eye Institute,4.2,(251),Healthcare,Hyderabad +19 other locations
4471,LOTS Wholesale Solutions,3.9,(251),Food Processing,New Delhi +6 other locations
4472,Ivy Mobility Solutions,2.6,(251),Software Product,Chennai +12 other locations
4473,GS Engineering & Construction,3.6,(251),Engineering & Construction,Mumbai +19 other locations
4474,Turtle,3.2,(251),Fashion & Textile,Kolkata +38 other locations
4475,Millennium Engineers & Contractors,4.1,(251),Engineering & Construction,Pune +7 other locations
4476,Godawari Power & Ispat,4.3,(251),Iron & Steel,Raipur +12 other locations
4477,Riddhi Corporate Services,3.9,(252),IT Services & Consulting,Ahmedabad +57 other locations
4478,Media.net Software Services (India),3.2,(252),Marketing & Advertising,Mumbai +9 other locations
4479,Arihant Superstructures,4.2,(250),Real Estate,Navi Mumbai +6 other locations
4480,Zamil Steel Buildings India,4.0,(250),Engineering & Construction,Pune +22 other locations
4481,ITCONS e-Solutions,3.5,(250),IT Services & Consulting,Noida +70 other locations
4482,MARG ERP,3.5,(250),Accounting & Auditing,New Delhi +35 other locations
4483,Xtancia Technosoft,4.0,(250),Software Product,Chennai +2 other locations
4484,Inland World Logistics,3.5,(250),Logistics,Mumbai +48 other locations
4485,Burckhardt Compression,4.0,(251),Industrial Machinery,Pune +9 other locations
4486,Canam Consultants,3.3,(250),Education & Training,Chandigarh +22 other locations
4487,Aditya Infotech,4.3,(251),IT Services & Consulting,Noida +42 other locations
4488,Enviri,3.9,(250),Waste Management,Hyderabad +20 other locations
4489,Intersoft Data Labs,3.6,(250),IT Services & Consulting,Gurugram +8 other locations
4490,ASUS,4.2,(250),Consumer Electronics & Appliances,Mumbai +52 other locations
4491,Honasa Consumer,3.6,(250),Beauty & Personal Care,Gurugram +45 other locations
4492,Arrise Bpo Solutions,3.6,(251),BPO,Mumbai +60 other locations
4493,Simpson,3.4,(250),Auto Components,Chennai +9 other locations
4494,Easyday Club,4.6,(249),Retail,New Delhi +74 other locations
4495,Kotak Mahindra General Insurance,3.7,(250),Insurance,Mumbai +49 other locations
4496,Edward Food Research and Analysis Centre,3.8,(249),Analytics & KPO,Kolkata +4 other locations
4497,Invertis University,4.7,(249),Education & Training,Bareilly +4 other locations
4498,Smith+Nephew,4.1,(249),Medical Equipment,Pune +21 other locations
4499,Bombay Stock Exchange,3.5,(249),Financial Services,Mumbai +14 other locations
4500,Invertis University,4.7,(249),Education & Training,Bareilly +4 other locations
4501,Smith+Nephew,4.1,(249),Medical Equipment,Pune +21 other locations
4502,Bombay Stock Exchange,3.5,(249),Financial Services,Mumbai +14 other locations
4503,Zota Health Care,3.6,(249),Pharma,Surat +63 other locations
4504,Credgenics,4.0,(249),FinTech,Noida +6 other locations
4505,Niwas Housing Finance,4.1,(249),Mumbai +81 other locations,N/A
4506,InvestoXpert,4.3,(249),Internet,Noida +12 other locations
4507,Interocean Group,4.4,(250),Ports & Shipping,New Delhi +19 other locations
4508,Saint Gobain Sekurit India,3.7,(249),Auto Components,Chennai +16 other locations
4509,WizKlub,2.8,(249),EdTech,Bengaluru +14 other locations
4510,Ricoh,4.0,(248),IT Services & Consulting,New Delhi +43 other locations
4511,Archirodon,4.2,(248),Engineering & Construction,Mumbai +23 other locations
4512,IIT Madras,3.9,(248),Education & Training,Chennai +9 other locations
4513,Huntsman International,4.1,(248),Chemicals,Mumbai +25 other locations
4514,Naga Limited,3.6,(248),Food Processing,Dindigul +22 other locations
4515,Simpolo Vitrified,3.9,(248),Building Material,Ahmedabad +43 other locations
4516,KTL Automobile,3.9,(248),Automobile,Lucknow +69 other locations
4517,Ruloans,3.7,(248),Financial Services,Mumbai +50 other locations
4518,Crest Data Systems,4.0,(248),IT Services & Consulting,Ahmedabad +2 other locations
4519,Diamond Beverages,3.0,(248),Beverage,Kolkata +5 other locations
4520,Goodluck,3.8,(248),Iron & Steel,Ghaziabad +24 other locations
4521,ION Group,2.4,(248),Software Product,Noida +8 other locations
4522,Xeam Ventures,3.4,(248),Recruitment,New Delhi +69 other locations
4523,Mayfair Hotels & Resorts,4.2,(248),Hospitality,Bhubaneswar +16 other locations
4524,Antara Senior Care,3.2,(248),Gurugram +13 other locations,N/A
4525,DM Consultants,1.4,(247),Abu Dhabi +16 other locations,N/A
4526,Sraco,3.7,(248),Engineering & Construction,Dammam +24 other locations
4527,Lucy Electric,3.9,(247),Electrical Equipment,Nashik +15 other locations
4528,L&T Water & Effluent Treatment,4.0,(248),Engineering & Construction,Chennai +58 other locations
4529,Varite,3.5,(247),IT Services & Consulting,Bengaluru +11 other locations
4530,Laborate Pharmaceuticals,3.7,(248),Pharma,Panipat +33 other locations
4531,FoodPanda,3.9,(247),Internet,Gurugram +20 other locations
4532,NextGen Healthcare,3.7,(247),Software Product,Bengaluru +11 other locations
4533,VSynergize Outsourcing,3.1,(247),Marketing & Advertising,Pune +1 other locations
4534,OneCard,3.3,(247),FinTech,Pune +11 other locations
4535,Shri Bajrang Power & Ispat,4.0,(247),Power,Raipur +14 other locations
4536,Credera,3.1,(247),IT Services & Consulting,Hyderabad +10 other locations
4537,Som Autotech,4.0,(247),Auto Components,Chhatrapati Sambhajinagar +26 other locations
4538,ITW India,3.8,(247),Automobile,Pune +18 other locations
4539,SA Infrastructure Consultants,3.5,(248),Engineering & Construction,Noida +60 other locations
4540,Stanley Lifestyles,4.0,(247),Furniture & Furnishing,Bengaluru +10 other locations
4541,KPC Projects,3.9,(248),Engineering & Construction,Hyderabad +28 other locations
4542,Forvia,3.4,(247),Auto Components,Pune +13 other locations
4543,House of Hiranandani,4.6,(246),Real Estate,Mumbai +11 other locations
4544,Essar Power,4.0,(246),Power,Jamnagar +18 other locations
4545,Sai Service,3.7,(246),Automobile,Mumbai +30 other locations
4546,The Smart Cube,3.4,(246),Management Consulting,Noida +7 other locations
4547,Bizcrum Infotech,3.5,(246),Internet,New Delhi +59 other locations
4548,Everllence,3.7,(246),Industrial Machinery,Chhatrapati Sambhajinagar +10 other locations
4549,Chandigarh Group of Colleges,3.8,(246),Education & Training,Chandigarh +20 other locations
4550,Health Prime Services (India),3.5,(246),Medical Equipment,Mumbai +11 other locations
4551,PMEA Solar Tech Solutions,4.0,(246),Automobile,Nashik +14 other locations
4552,IIFL Securities,3.8,(246),Financial Services,Mumbai +41 other locations
4553,C. L. GUPTA EXPORTS,4.3,(246),Import & Export,Moradabad +8 other locations
4554,Muthoot Money,3.9,(247),NBFC,Hyderabad +81 other locations
4555,Terrier Security Services,4.2,(246),Law Enforcement & Security,Bengaluru +40 other locations
4556,Plada Infotech Services,3.6,(246),IT Services & Consulting,Mumbai +45 other locations
4557,Turner Construction,3.9,(247),Engineering & Construction,Mumbai +17 other locations
4558,Raj Petro Specialities,3.9,(246),Oil & Gas,Chennai +25 other locations
4559,Clearpack,4.0,(246),Industrial Machinery,Greater Noida +17 other locations
4560,GeeksForGeeks,2.9,(246),Education & Training,Noida +11 other locations
4561,Mahindra Defence Systems,4.0,(246),Defence & Aerospace,Pune +25 other locations
4562,Lenexis Foodworks,3.7,(246),Hospitality,Mumbai +32 other locations
4563,Sila Solutions,3.8,(246),Facility Management Services,Mumbai +23 other locations
4564,Coolberg Beverages,3.3,(245),Beverage,Mumbai +40 other locations
4565,Sangam India,3.7,(245),Fashion & Textile,Bhilwara +22 other locations
4566,Apollo Pipes,3.9,(245),Building Material,Noida +34 other locations
4567,SpanIdea,3.4,(245),IT Services & Consulting,Bengaluru +10 other locations
4568,Net Solutions,3.8,(245),IT Services & Consulting,Chandigarh +4 other locations
4569,Adfactors PR,3.2,(245),Marketing & Advertising,Mumbai +12 other locations
4570,Virgo Laminates,4.0,(246),Building Material,New Delhi +54 other locations
4571,Tatvasoft,3.3,(245),IT Services & Consulting,Ahmedabad +6 other locations
4572,KhataBook,3.5,(245),FinTech,Bengaluru +27 other locations
4573,Securens System,3.9,(245),Law Enforcement & Security,Mumbai +36 other locations
4574,PERSOLKELLY,3.3,(245),Recruitment,Bengaluru +40 other locations
4575,Suminter India Organics,3.8,(245),FMCG,Mumbai +25 other locations
4576,National Contracting Company,4.0,(245),Engineering & Construction,Chennai +19 other locations
4577,WorkIndia,3.1,(245),IT Services & Consulting,Bengaluru +18 other locations
4578,Health & Glow,3.7,(245),Beauty & Personal Care,Bengaluru +15 other locations
4579,Cryoviva Biotech,3.4,(244),Biotechnology,Gurugram +46 other locations
4580,GMM Pfaudler,3.8,(244),Industrial Machinery,Anand +11 other locations
4581,Innova Captab,4.1,(244),Pharma,Baddi +13 other locations
4582,Global Edge Software,3.4,(244),Software Product,Bengaluru +9 other locations
4583,AONE OUTSOURCING SOLUTIONS,4.6,(244),Financial Services,Ghaziabad +7 other locations
4584,Billabong High International School,3.6,(244),Education & Training,Mumbai +20 other locations
4585,SRM Institute of Science and Technology,3.8,(244),Education & Training,Chennai +17 other locations
4586,Pacific Cyber Technology,3.6,(244),Electronics Manufacturing,Daman & Diu +10 other locations
4587,Starmark Software,3.4,(244),IT Services & Consulting,Bengaluru +4 other locations
4588,Onkar Infotech,3.9,(244),BPO,Gurugram +3 other locations
4589,Moveinsync Technology Solutions,3.1,(244),Software Product,Bengaluru +12 other locations
4590,National Securities Depository,3.4,(244),Financial Services,Mumbai +10 other locations
4591,Allianz,4.4,(244),Insurance,Thiruvananthapuram +15 other locations
4592,Vision Express,4.0,(244),Retail,Bengaluru +37 other locations
4593,Microchip Technology,3.8,(244),Semiconductors,Bengaluru +6 other locations
4594,Dev Information Technology,3.4,(244),IT Services & Consulting,Ahmedabad +33 other locations
4595,Navata Road Transport,3.6,(244),Logistics,Vijayawada +34 other locations
4596,Sika,3.9,(244),Chemicals,Mumbai +35 other locations
4597,The Institute Of Chartered Accountants,3.2,(245),Education & Training,New Delhi +51 other locations
4598,Gen,3.8,(244),Software Product,Pune +9 other locations
4599,Dalmia Bharat Sugar & Industries,4.1,(244),Food Processing,Kolhapur +19 other locations
4600,Tokai Rubber Auto Parts India,3.4,(243),Industrial Machinery,Neemrana +11 other locations
4601,Madras Engineering Industries,3.8,(243),Auto Components,Chennai +15 other locations
4602,Puranik Builders,4.2,(243),Real Estate,Mumbai +8 other locations
4603,Toshiba,4.2,(243),Industrial Machinery,Bengaluru +31 other locations
4604,e-Procurement Technologies,3.2,(243),IT Services & Consulting,Ahmedabad +18 other locations
4605,JWIL,4.1,(243),Waste Management,New Delhi +37 other locations
4606,Keller Ground Engineering,4.0,(244),Engineering & Construction,Chennai +28 other locations
4607,Capillary Technologies,3.3,(243),Software Product,Bengaluru +7 other locations
4608,Triveni Turbines,3.6,(243),Electrical Equipment,Bengaluru +17 other locations
4609,Randstad Global Capability Center,3.6,(243),Recruitment,Hyderabad +18 other locations
4610,Franco-Indian Pharmaceuticals,3.2,(243),Pharma,Mumbai +46 other locations
4611,Botree Software International,3.5,(243),Software Product,Chennai +15 other locations
4612,Net Access India,3.8,(243),IT Services & Consulting,Chennai +31 other locations
4613,Boston Institute of Analytics,4.4,(243),Education & Training,Mumbai +13 other locations
4614,Formidium Corp,2.9,(243),Financial Services,Jaipur +6 other locations
4615,TP Western Odisha Distribution,3.5,(243),Power,Sambalpur +24 other locations
4616,Hindustan Pencils,4.1,(244),FMCG,Mumbai +60 other locations
4617,Interarch Building Product,4.0,(243),Engineering & Construction,Noida +29 other locations
4618,VERITY GLOBAL SOLUTIONS,3.5,(243),Investment Banking / Venture Capital / Private Equity,Bengaluru +11 other locations
4619,Radnik Exports,4.1,(243),Fashion & Textile,Noida +7 other locations
4620,Housejoy,4.2,(242),Facility Management Services,Bengaluru +16 other locations
4621,Skylark Infra Engineering Private Limited,3.8,(242),Engineering & Construction,Gurugram +41 other locations
4622,Envestnet Asset Management,4.0,(242),Financial Services,Thiruvananthapuram +7 other locations
4623,Lentra AI,2.7,(242),Financial Services,Pune +6 other locations
4624,IndustryBuying.com,3.0,(242),Internet,New Delhi +17 other locations
4625,Jindal India Thermal Power,3.8,(242),Power,Angul +17 other locations
4626,Netenrich Technologies,3.2,(242),Software Product,Hyderabad +7 other locations
4627,CLR Facility Services,3.7,(243),Facility Management Services,Pune +43 other locations
4628,RGBSI,3.2,(243),Software Product,Bengaluru +10 other locations
4629,Kaveri Seed Company,4.0,(241),Agriculture,Hyderabad +62 other locations
4630,Vserve Ebusiness Solutions,4.2,(241),IT Services & Consulting,Coimbatore +9 other locations
4631,Pinnacle Industries,3.5,(241),Auto Components,Indore +11 other locations
4632,United Alliance Technology,4.9,(241),IT Services & Consulting,Pune +6 other locations
4633,Anand Rathi Global Finance,3.2,(241),NBFC,Mumbai +39 other locations
4634,Organic India,4.3,(241),FMCG,Lucknow +49 other locations
4635,SevenMentor,4.3,(241),Education & Training,Pune +3 other locations
4636,Kamineni Hospitals,4.1,(241),Healthcare,Hyderabad +10 other locations
4637,Narmada Bio Chem,4.9,(242),Agro Chemicals,Ahmedabad +14 other locations
4638,Kapture CX,3.3,(242),Software Product,Bengaluru +8 other locations
4639,YES SECURITIES,3.4,(241),Investment Banking / Venture Capital / Private Equity,Mumbai +41 other locations
4640,Vasta Global,3.8,(242),Clinical Research,Mumbai +8 other locations
4641,Safran Engineering Services India,3.2,(241),Aviation,Bengaluru +7 other locations
4642,SK E&C,4.4,(241),Engineering & Construction,Mumbai +36 other locations
4643,Q Way Technologies,2.9,(241),Healthcare,Chennai +3 other locations
4644,Genzeon (India) Private Limited,3.9,(241),IT Services & Consulting,Hyderabad +3 other locations
4645,Entero Healthcare Solutions,4.1,(241),Pharma,Mumbai +27 other locations
4646,VGN Projects Estates,3.8,(240),Real Estate,Chennai +8 other locations
4647,Chennai Petroleum Corporation,4.6,(240),Oil & Gas,Chennai +11 other locations
4648,ICICI Merchant Service,3.5,(240),Banking,Mumbai +55 other locations
4649,AGIO Pharmaceuticals,3.5,(241),Pharma,Pune +10 other locations
4650,Sales India,4.0,(240),Retail,Ahmedabad +76 other locations
4651,Dish Infra Services,3.1,(240),Telecom,New Delhi +83 other locations
4652,Bravura Solutions,3.6,(240),Software Product,Gurugram +3 other locations
4653,Klaus IT Solutions,3.5,(240),IT Services & Consulting,Bengaluru +5 other locations
4654,Upwork,4.3,(240),Internet,Bengaluru +31 other locations
4655,Reliance Smart Bazaar,4.0,(240),Retail,New Delhi +108 other locations
4656,VISA Steel,3.2,(240),Iron & Steel,Jajpur +16 other locations
4657,Galpha Laboratories,3.7,(241),Pharma,Baddi +28 other locations
4658,Simar Infrastructures,3.7,(240),Engineering & Construction,Panipat +48 other locations
4659,Avontix,3.4,(240),IT Services & Consulting,Hyderabad +3 other locations
4660,Finnable Technologies,4.1,(240),FinTech,Bengaluru +52 other locations
4661,PIX Transmissions,3.7,(240),Petrochemicals,Nagpur +12 other locations
4662,Avontix,3.4,(240),IT Services & Consulting,Hyderabad +3 other locations
4663,Aarti Pharmalabs,3.7,(240),Pharma,Mumbai +15 other locations
4664,Vaidik Eduservices,3.3,(240),EdTech,Noida +15 other locations
4665,Kharafi National,4.3,(239),Engineering & Construction,Chennai +18 other locations
4666,Optiemus Electronics,3.6,(239),Electronics Manufacturing,Noida +8 other locations
4667,Miraj Cinemas,3.8,(239),Media & Entertainment,Mumbai +53 other locations
4668,Live Connections,3.8,(239),Recruitment,Chennai +7 other locations
4669,Sterling Hospitals,4.0,(239),Healthcare,Ahmedabad +15 other locations
4670,Annova Solutions,3.7,(239),Pharma,Indore +11 other locations
4671,Prabhat Dairy,3.7,(239),FMCG,Mumbai +25 other locations
4672,Kuwait Oil Company,4.4,(239),Oil & Gas,Chennai +18 other locations
4673,Amara Raja Power Systems,4.3,(239),Auto Components,Tirupati +35 other locations
4674,iVenus,4.2,(240),Retail,Surat +25 other locations
4675,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,3.8,(240),Government,Hyderabad +104 other locations
4676,Futurz Staffing Solutions,3.7,(239),Recruitment,Mumbai +51 other locations
4677,Caliber Technologies,3.1,(239),IT Services & Consulting,Hyderabad +12 other locations
4678,Income Tax Department India,4.3,(239),Government,New Delhi +81 other locations
4679,Arkade Group,3.9,(239),Real Estate,Mumbai +5 other locations
4680,Caliber Technologies,3.1,(239),IT Services & Consulting,Hyderabad +12 other locations
4681,Collman Services,3.8,(239),BPO,Chennai +26 other locations
4682,GlobusSoft,3.6,(238),IT Services & Consulting,Bengaluru +6 other locations
4683,Hofincons Infotech & Industrial Services,4.1,(238),Industrial Machinery,Chennai +39 other locations
4684,Manubhai Jewellers,4.7,(238),Jewellery,Mumbai +2 other locations
4685,Sanjeev Auto Parts Manufacturers,4.0,(238),Auto Components,Chhatrapati Sambhajinagar +3 other locations
4686,Texas Review,3.9,(238),Education & Training,Hyderabad +13 other locations
4687,Maruti Ispat And Pipes,3.6,(238),Iron & Steel,Hyderabad +12 other locations
4688,Karanwal Capital,4.6,(238),Investment Banking / Venture Capital / Private Equity,Mumbai +2 other locations
4689,Mfar Constructions,3.6,(239),Engineering & Construction,Bengaluru +13 other locations
4690,11:11 Systems,3.4,(239),IT Services & Consulting,Pune +3 other locations
4691,Kanpur Plastipack,3.6,(238),Packaging,Kanpur +6 other locations
4692,Covalent Laboratories,3.3,(238),Pharma,Hyderabad +7 other locations
4693,Tirupati Group,4.1,(238),Pharma,Paonta Sahib +22 other locations
4694,Model N,4.5,(238),Software Product,Hyderabad +1 other locations
4695,NKC Projects,4.0,(238),Engineering & Construction,Gurugram +27 other locations
4696,Webtel Electrosoft,3.7,(238),IT Services & Consulting,New Delhi +12 other locations
4697,Bekaert Industries,3.9,(238),Electrical Equipment,Pune +8 other locations
4698,National Petroleum Construction Company,4.4,(238),Oil & Gas,Abu Dhabi +21 other locations
4699,HAL Offshore,4.2,(238),Oil & Gas,Mumbai +28 other locations
4700,Identifyplus Delivery Services,3.1,(237),Logistics,Gurugram +86 other locations
4701,Expertrons,3.7,(237),Education & Training,Mumbai +7 other locations
4702,The Sparks Foundation,4.2,(237),Education & Training,Mumbai +20 other locations
4703,Javi Systems,3.6,(237),IT Services & Consulting,Gurugram +34 other locations
4704,Carnival Cinemas,3.6,(237),Media & Entertainment,Mumbai +60 other locations
4705,Barmalt Malting,3.9,(237),Food Processing,Gurugram +14 other locations
4706,Filatex India,3.6,(237),Fashion & Textile,Bharuch +16 other locations
4707,Fortune Park Hotels,4.0,(237),Hospitality,Ahmedabad +48 other locations
4708,Casio India Company,3.2,(237),Consumer Electronics & Appliances,New Delhi +30 other locations
